sample_idx,label,word,language,digit,speaker,trial,original_filename,speaker_gender,speaker_age,speaker_height
7617,0,zero,english,0,1,46,lang-english_speaker-01_trial-46_digit-0.flac,male,22,195
7618,8,eight,english,8,9,45,lang-english_speaker-09_trial-45_digit-8.flac,male,32,183
7619,8,eight,english,8,10,38,lang-english_speaker-10_trial-38_digit-8.flac,female,25,160
7620,17,sieben,german,7,11,54,lang-german_speaker-11_trial-54_digit-7.flac,female,31,163
7621,4,four,english,4,9,45,lang-english_speaker-09_trial-45_digit-4.flac,male,32,183
7622,3,three,english,3,3,21,lang-english_speaker-03_trial-21_digit-3.flac,female,23,174
7623,6,six,english,6,0,48,lang-english_speaker-00_trial-48_digit-6.flac,male,24,180
7624,11,eins,german,1,7,29,lang-german_speaker-07_trial-29_digit-1.flac,male,56,175
7625,18,acht,german,8,11,54,lang-german_speaker-11_trial-54_digit-8.flac,female,31,163
7626,11,eins,german,1,8,37,lang-german_speaker-08_trial-37_digit-1.flac,male,21,182
7627,8,eight,english,8,6,28,lang-english_speaker-06_trial-28_digit-8.flac,female,35,163
7628,1,one,english,1,7,37,lang-english_speaker-07_trial-37_digit-1.flac,male,56,175
7629,17,sieben,german,7,2,52,lang-german_speaker-02_trial-52_digit-7.flac,female,23,158
7630,6,six,english,6,3,21,lang-english_speaker-03_trial-21_digit-6.flac,female,23,174
7631,17,sieben,german,7,11,54,lang-german_speaker-11_trial-54_digit-7.flac,female,31,163
7632,2,two,english,2,2,45,lang-english_speaker-02_trial-45_digit-2.flac,female,23,158
7633,18,acht,german,8,2,52,lang-german_speaker-02_trial-52_digit-8.flac,female,23,158
7634,7,seven,english,7,0,48,lang-english_speaker-00_trial-48_digit-7.flac,male,24,180
7635,14,vier,german,4,2,52,lang-german_speaker-02_trial-52_digit-4.flac,female,23,158
7636,9,nine,english,9,6,28,lang-english_speaker-06_trial-28_digit-9.flac,female,35,163
7637,9,nine,english,9,7,37,lang-english_speaker-07_trial-37_digit-9.flac,male,56,175
7638,1,one,english,1,0,48,lang-english_speaker-00_trial-48_digit-1.flac,male,24,180
7639,18,acht,german,8,1,46,lang-german_speaker-01_trial-46_digit-8.flac,male,22,195
7640,10,null,german,0,1,47,lang-german_speaker-01_trial-47_digit-0.flac,male,22,195
7641,2,two,english,2,7,37,lang-english_speaker-07_trial-37_digit-2.flac,male,56,175
7642,9,nine,english,9,6,28,lang-english_speaker-06_trial-28_digit-9.flac,female,35,163
7643,13,drei,german,3,10,39,lang-german_speaker-10_trial-39_digit-3.flac,female,25,160
7644,18,acht,german,8,1,47,lang-german_speaker-01_trial-47_digit-8.flac,male,22,195
7645,4,four,english,4,10,38,lang-english_speaker-10_trial-38_digit-4.flac,female,25,160
7646,19,neun,german,9,7,29,lang-german_speaker-07_trial-29_digit-9.flac,male,56,175
7647,2,two,english,2,1,46,lang-english_speaker-01_trial-46_digit-2.flac,male,22,195
7648,5,five,english,5,7,37,lang-english_speaker-07_trial-37_digit-5.flac,male,56,175
7649,4,four,english,4,7,37,lang-english_speaker-07_trial-37_digit-4.flac,male,56,175
7650,7,seven,english,7,11,37,lang-english_speaker-11_trial-37_digit-7.flac,female,31,163
7651,5,five,english,5,7,37,lang-english_speaker-07_trial-37_digit-5.flac,male,56,175
7652,0,zero,english,0,1,46,lang-english_speaker-01_trial-46_digit-0.flac,male,22,195
7653,0,zero,english,0,10,39,lang-english_speaker-10_trial-39_digit-0.flac,female,25,160
7654,14,vier,german,4,9,38,lang-german_speaker-09_trial-38_digit-4.flac,male,32,183
7655,18,acht,german,8,2,52,lang-german_speaker-02_trial-52_digit-8.flac,female,23,158
7656,16,sechs,german,6,3,46,lang-german_speaker-03_trial-46_digit-6.flac,female,23,174
7657,16,sechs,german,6,1,47,lang-german_speaker-01_trial-47_digit-6.flac,male,22,195
7658,10,null,german,0,11,55,lang-german_speaker-11_trial-55_digit-0.flac,female,31,163
7659,5,five,english,5,10,39,lang-english_speaker-10_trial-39_digit-5.flac,female,25,160
7660,18,acht,german,8,11,55,lang-german_speaker-11_trial-55_digit-8.flac,female,31,163
7661,3,three,english,3,9,45,lang-english_speaker-09_trial-45_digit-3.flac,male,32,183
7662,3,three,english,3,9,45,lang-english_speaker-09_trial-45_digit-3.flac,male,32,183
7663,9,nine,english,9,11,37,lang-english_speaker-11_trial-37_digit-9.flac,female,31,163
7664,1,one,english,1,8,38,lang-english_speaker-08_trial-38_digit-1.flac,male,21,182
7665,12,zwei,german,2,0,39,lang-german_speaker-00_trial-39_digit-2.flac,male,24,180
7666,18,acht,german,8,7,29,lang-german_speaker-07_trial-29_digit-8.flac,male,56,175
7667,10,null,german,0,10,39,lang-german_speaker-10_trial-39_digit-0.flac,female,25,160
7668,3,three,english,3,2,45,lang-english_speaker-02_trial-45_digit-3.flac,female,23,158
7669,13,drei,german,3,3,46,lang-german_speaker-03_trial-46_digit-3.flac,female,23,174
7670,11,eins,german,1,2,52,lang-german_speaker-02_trial-52_digit-1.flac,female,23,158
7671,0,zero,english,0,3,22,lang-english_speaker-03_trial-22_digit-0.flac,female,23,174
7672,16,sechs,german,6,11,55,lang-german_speaker-11_trial-55_digit-6.flac,female,31,163
7673,5,five,english,5,11,37,lang-english_speaker-11_trial-37_digit-5.flac,female,31,163
7674,13,drei,german,3,2,52,lang-german_speaker-02_trial-52_digit-3.flac,female,23,158
7675,13,drei,german,3,8,37,lang-german_speaker-08_trial-37_digit-3.flac,male,21,182
7676,1,one,english,1,8,38,lang-english_speaker-08_trial-38_digit-1.flac,male,21,182
7677,19,neun,german,9,3,46,lang-german_speaker-03_trial-46_digit-9.flac,female,23,174
7678,10,null,german,0,9,38,lang-german_speaker-09_trial-38_digit-0.flac,male,32,183
7679,9,nine,english,9,9,45,lang-english_speaker-09_trial-45_digit-9.flac,male,32,183
7680,1,one,english,1,10,39,lang-english_speaker-10_trial-39_digit-1.flac,female,25,160
7681,0,zero,english,0,6,29,lang-english_speaker-06_trial-29_digit-0.flac,female,35,163
7682,10,null,german,0,1,48,lang-german_speaker-01_trial-48_digit-0.flac,male,22,195
7683,5,five,english,5,9,45,lang-english_speaker-09_trial-45_digit-5.flac,male,32,183
7684,9,nine,english,9,1,46,lang-english_speaker-01_trial-46_digit-9.flac,male,22,195
7685,12,zwei,german,2,10,39,lang-german_speaker-10_trial-39_digit-2.flac,female,25,160
7686,5,five,english,5,3,22,lang-english_speaker-03_trial-22_digit-5.flac,female,23,174
7687,16,sechs,german,6,9,38,lang-german_speaker-09_trial-38_digit-6.flac,male,32,183
7688,7,seven,english,7,0,48,lang-english_speaker-00_trial-48_digit-7.flac,male,24,180
7689,2,two,english,2,6,29,lang-english_speaker-06_trial-29_digit-2.flac,female,35,163
7690,5,five,english,5,8,38,lang-english_speaker-08_trial-38_digit-5.flac,male,21,182
7691,5,five,english,5,1,46,lang-english_speaker-01_trial-46_digit-5.flac,male,22,195
7692,11,eins,german,1,0,39,lang-german_speaker-00_trial-39_digit-1.flac,male,24,180
7693,17,sieben,german,7,3,46,lang-german_speaker-03_trial-46_digit-7.flac,female,23,174
7694,11,eins,german,1,1,48,lang-german_speaker-01_trial-48_digit-1.flac,male,22,195
7695,13,drei,german,3,6,17,lang-german_speaker-06_trial-17_digit-3.flac,female,35,163
7696,19,neun,german,9,11,55,lang-german_speaker-11_trial-55_digit-9.flac,female,31,163
7697,0,zero,english,0,10,39,lang-english_speaker-10_trial-39_digit-0.flac,female,25,160
7698,14,vier,german,4,7,29,lang-german_speaker-07_trial-29_digit-4.flac,male,56,175
7699,13,drei,german,3,0,39,lang-german_speaker-00_trial-39_digit-3.flac,male,24,180
7700,11,eins,german,1,3,47,lang-german_speaker-03_trial-47_digit-1.flac,female,23,174
7701,1,one,english,1,9,46,lang-english_speaker-09_trial-46_digit-1.flac,male,32,183
7702,15,fuenf,german,5,3,47,lang-german_speaker-03_trial-47_digit-5.flac,female,23,174
7703,6,six,english,6,1,46,lang-english_speaker-01_trial-46_digit-6.flac,male,22,195
7704,6,six,english,6,1,46,lang-english_speaker-01_trial-46_digit-6.flac,male,22,195
7705,7,seven,english,7,8,38,lang-english_speaker-08_trial-38_digit-7.flac,male,21,182
7706,1,one,english,1,9,46,lang-english_speaker-09_trial-46_digit-1.flac,male,32,183
7707,4,four,english,4,2,45,lang-english_speaker-02_trial-45_digit-4.flac,female,23,158
7708,8,eight,english,8,11,37,lang-english_speaker-11_trial-37_digit-8.flac,female,31,163
7709,4,four,english,4,8,38,lang-english_speaker-08_trial-38_digit-4.flac,male,21,182
7710,3,three,english,3,3,22,lang-english_speaker-03_trial-22_digit-3.flac,female,23,174
7711,10,null,german,0,3,47,lang-german_speaker-03_trial-47_digit-0.flac,female,23,174
7712,1,one,english,1,7,38,lang-english_speaker-07_trial-38_digit-1.flac,male,56,175
7713,14,vier,german,4,3,47,lang-german_speaker-03_trial-47_digit-4.flac,female,23,174
7714,15,fuenf,german,5,1,48,lang-german_speaker-01_trial-48_digit-5.flac,male,22,195
7715,4,four,english,4,10,39,lang-english_speaker-10_trial-39_digit-4.flac,female,25,160
7716,7,seven,english,7,3,22,lang-english_speaker-03_trial-22_digit-7.flac,female,23,174
7717,9,nine,english,9,10,39,lang-english_speaker-10_trial-39_digit-9.flac,female,25,160
7718,12,zwei,german,2,6,17,lang-german_speaker-06_trial-17_digit-2.flac,female,35,163
7719,11,eins,german,1,0,39,lang-german_speaker-00_trial-39_digit-1.flac,male,24,180
7720,5,five,english,5,6,29,lang-english_speaker-06_trial-29_digit-5.flac,female,35,163
7721,4,four,english,4,0,48,lang-english_speaker-00_trial-48_digit-4.flac,male,24,180
7722,8,eight,english,8,8,38,lang-english_speaker-08_trial-38_digit-8.flac,male,21,182
7723,0,zero,english,0,3,23,lang-english_speaker-03_trial-23_digit-0.flac,female,23,174
7724,9,nine,english,9,11,37,lang-english_speaker-11_trial-37_digit-9.flac,female,31,163
7725,18,acht,german,8,11,55,lang-german_speaker-11_trial-55_digit-8.flac,female,31,163
7726,0,zero,english,0,6,29,lang-english_speaker-06_trial-29_digit-0.flac,female,35,163
7727,2,two,english,2,7,38,lang-english_speaker-07_trial-38_digit-2.flac,male,56,175
7728,6,six,english,6,7,38,lang-english_speaker-07_trial-38_digit-6.flac,male,56,175
7729,0,zero,english,0,7,38,lang-english_speaker-07_trial-38_digit-0.flac,male,56,175
7730,0,zero,english,0,8,39,lang-english_speaker-08_trial-39_digit-0.flac,male,21,182
7731,11,eins,german,1,11,56,lang-german_speaker-11_trial-56_digit-1.flac,female,31,163
7732,15,fuenf,german,5,7,29,lang-german_speaker-07_trial-29_digit-5.flac,male,56,175
7733,7,seven,english,7,11,37,lang-english_speaker-11_trial-37_digit-7.flac,female,31,163
7734,3,three,english,3,0,48,lang-english_speaker-00_trial-48_digit-3.flac,male,24,180
7735,11,eins,german,1,1,48,lang-german_speaker-01_trial-48_digit-1.flac,male,22,195
7736,3,three,english,3,7,38,lang-english_speaker-07_trial-38_digit-3.flac,male,56,175
7737,18,acht,german,8,8,37,lang-german_speaker-08_trial-37_digit-8.flac,male,21,182
7738,18,acht,german,8,1,48,lang-german_speaker-01_trial-48_digit-8.flac,male,22,195
7739,16,sechs,german,6,7,29,lang-german_speaker-07_trial-29_digit-6.flac,male,56,175
7740,8,eight,english,8,2,45,lang-english_speaker-02_trial-45_digit-8.flac,female,23,158
7741,4,four,english,4,11,37,lang-english_speaker-11_trial-37_digit-4.flac,female,31,163
7742,19,neun,german,9,8,37,lang-german_speaker-08_trial-37_digit-9.flac,male,21,182
7743,5,five,english,5,11,37,lang-english_speaker-11_trial-37_digit-5.flac,female,31,163
7744,1,one,english,1,10,40,lang-english_speaker-10_trial-40_digit-1.flac,female,25,160
7745,9,nine,english,9,9,46,lang-english_speaker-09_trial-46_digit-9.flac,male,32,183
7746,8,eight,english,8,8,39,lang-english_speaker-08_trial-39_digit-8.flac,male,21,182
7747,2,two,english,2,11,37,lang-english_speaker-11_trial-37_digit-2.flac,female,31,163
7748,4,four,english,4,1,46,lang-english_speaker-01_trial-46_digit-4.flac,male,22,195
7749,7,seven,english,7,7,38,lang-english_speaker-07_trial-38_digit-7.flac,male,56,175
7750,10,null,german,0,1,49,lang-german_speaker-01_trial-49_digit-0.flac,male,22,195
7751,3,three,english,3,8,39,lang-english_speaker-08_trial-39_digit-3.flac,male,21,182
7752,14,vier,german,4,10,39,lang-german_speaker-10_trial-39_digit-4.flac,female,25,160
7753,16,sechs,german,6,7,29,lang-german_speaker-07_trial-29_digit-6.flac,male,56,175
7754,9,nine,english,9,10,40,lang-english_speaker-10_trial-40_digit-9.flac,female,25,160
7755,6,six,english,6,2,45,lang-english_speaker-02_trial-45_digit-6.flac,female,23,158
7756,0,zero,english,0,10,41,lang-english_speaker-10_trial-41_digit-0.flac,female,25,160
7757,11,eins,german,1,9,38,lang-german_speaker-09_trial-38_digit-1.flac,male,32,183
7758,19,neun,german,9,11,56,lang-german_speaker-11_trial-56_digit-9.flac,female,31,163
7759,17,sieben,german,7,3,47,lang-german_speaker-03_trial-47_digit-7.flac,female,23,174
7760,7,seven,english,7,0,48,lang-english_speaker-00_trial-48_digit-7.flac,male,24,180
7761,16,sechs,german,6,1,49,lang-german_speaker-01_trial-49_digit-6.flac,male,22,195
7762,13,drei,german,3,0,39,lang-german_speaker-00_trial-39_digit-3.flac,male,24,180
7763,14,vier,german,4,0,39,lang-german_speaker-00_trial-39_digit-4.flac,male,24,180
7764,18,acht,german,8,3,47,lang-german_speaker-03_trial-47_digit-8.flac,female,23,174
7765,8,eight,english,8,7,38,lang-english_speaker-07_trial-38_digit-8.flac,male,56,175
7766,9,nine,english,9,7,38,lang-english_speaker-07_trial-38_digit-9.flac,male,56,175
7767,1,one,english,1,8,39,lang-english_speaker-08_trial-39_digit-1.flac,male,21,182
7768,14,vier,german,4,10,39,lang-german_speaker-10_trial-39_digit-4.flac,female,25,160
7769,0,zero,english,0,3,23,lang-english_speaker-03_trial-23_digit-0.flac,female,23,174
7770,8,eight,english,8,10,41,lang-english_speaker-10_trial-41_digit-8.flac,female,25,160
7771,11,eins,german,1,11,57,lang-german_speaker-11_trial-57_digit-1.flac,female,31,163
7772,7,seven,english,7,7,38,lang-english_speaker-07_trial-38_digit-7.flac,male,56,175
7773,4,four,english,4,3,23,lang-english_speaker-03_trial-23_digit-4.flac,female,23,174
7774,13,drei,german,3,8,37,lang-german_speaker-08_trial-37_digit-3.flac,male,21,182
7775,8,eight,english,8,1,46,lang-english_speaker-01_trial-46_digit-8.flac,male,22,195
7776,15,fuenf,german,5,8,37,lang-german_speaker-08_trial-37_digit-5.flac,male,21,182
7777,15,fuenf,german,5,0,39,lang-german_speaker-00_trial-39_digit-5.flac,male,24,180
7778,15,fuenf,german,5,1,49,lang-german_speaker-01_trial-49_digit-5.flac,male,22,195
7779,18,acht,german,8,6,17,lang-german_speaker-06_trial-17_digit-8.flac,female,35,163
7780,15,fuenf,german,5,8,37,lang-german_speaker-08_trial-37_digit-5.flac,male,21,182
7781,4,four,english,4,0,48,lang-english_speaker-00_trial-48_digit-4.flac,male,24,180
7782,7,seven,english,7,8,39,lang-english_speaker-08_trial-39_digit-7.flac,male,21,182
7783,18,acht,german,8,1,49,lang-german_speaker-01_trial-49_digit-8.flac,male,22,195
7784,5,five,english,5,11,37,lang-english_speaker-11_trial-37_digit-5.flac,female,31,163
7785,15,fuenf,german,5,0,39,lang-german_speaker-00_trial-39_digit-5.flac,male,24,180
7786,6,six,english,6,7,38,lang-english_speaker-07_trial-38_digit-6.flac,male,56,175
7787,6,six,english,6,7,38,lang-english_speaker-07_trial-38_digit-6.flac,male,56,175
7788,1,one,english,1,1,47,lang-english_speaker-01_trial-47_digit-1.flac,male,22,195
7789,2,two,english,2,10,41,lang-english_speaker-10_trial-41_digit-2.flac,female,25,160
7790,12,zwei,german,2,1,49,lang-german_speaker-01_trial-49_digit-2.flac,male,22,195
7791,2,two,english,2,7,38,lang-english_speaker-07_trial-38_digit-2.flac,male,56,175
7792,11,eins,german,1,6,17,lang-german_speaker-06_trial-17_digit-1.flac,female,35,163
7793,6,six,english,6,1,47,lang-english_speaker-01_trial-47_digit-6.flac,male,22,195
7794,9,nine,english,9,2,45,lang-english_speaker-02_trial-45_digit-9.flac,female,23,158
7795,4,four,english,4,1,47,lang-english_speaker-01_trial-47_digit-4.flac,male,22,195
7796,14,vier,german,4,8,37,lang-german_speaker-08_trial-37_digit-4.flac,male,21,182
7797,16,sechs,german,6,8,37,lang-german_speaker-08_trial-37_digit-6.flac,male,21,182
7798,19,neun,german,9,3,47,lang-german_speaker-03_trial-47_digit-9.flac,female,23,174
7799,15,fuenf,german,5,3,47,lang-german_speaker-03_trial-47_digit-5.flac,female,23,174
7800,3,three,english,3,11,37,lang-english_speaker-11_trial-37_digit-3.flac,female,31,163
7801,9,nine,english,9,11,37,lang-english_speaker-11_trial-37_digit-9.flac,female,31,163
7802,7,seven,english,7,0,48,lang-english_speaker-00_trial-48_digit-7.flac,male,24,180
7803,4,four,english,4,2,45,lang-english_speaker-02_trial-45_digit-4.flac,female,23,158
7804,1,one,english,1,9,47,lang-english_speaker-09_trial-47_digit-1.flac,male,32,183
7805,16,sechs,german,6,3,47,lang-german_speaker-03_trial-47_digit-6.flac,female,23,174
7806,2,two,english,2,0,48,lang-english_speaker-00_trial-48_digit-2.flac,male,24,180
7807,13,drei,german,3,10,39,lang-german_speaker-10_trial-39_digit-3.flac,female,25,160
7808,1,one,english,1,1,47,lang-english_speaker-01_trial-47_digit-1.flac,male,22,195
7809,15,fuenf,german,5,9,38,lang-german_speaker-09_trial-38_digit-5.flac,male,32,183
7810,16,sechs,german,6,7,29,lang-german_speaker-07_trial-29_digit-6.flac,male,56,175
7811,4,four,english,4,9,47,lang-english_speaker-09_trial-47_digit-4.flac,male,32,183
7812,10,null,german,0,2,53,lang-german_speaker-02_trial-53_digit-0.flac,female,23,158
7813,5,five,english,5,6,29,lang-english_speaker-06_trial-29_digit-5.flac,female,35,163
7814,13,drei,german,3,11,57,lang-german_speaker-11_trial-57_digit-3.flac,female,31,163
7815,3,three,english,3,2,45,lang-english_speaker-02_trial-45_digit-3.flac,female,23,158
7816,7,seven,english,7,1,47,lang-english_speaker-01_trial-47_digit-7.flac,male,22,195
7817,2,two,english,2,1,47,lang-english_speaker-01_trial-47_digit-2.flac,male,22,195
7818,5,five,english,5,1,47,lang-english_speaker-01_trial-47_digit-5.flac,male,22,195
7819,4,four,english,4,9,47,lang-english_speaker-09_trial-47_digit-4.flac,male,32,183
7820,5,five,english,5,7,38,lang-english_speaker-07_trial-38_digit-5.flac,male,56,175
7821,6,six,english,6,6,29,lang-english_speaker-06_trial-29_digit-6.flac,female,35,163
7822,10,null,german,0,0,40,lang-german_speaker-00_trial-40_digit-0.flac,male,24,180
7823,17,sieben,german,7,11,57,lang-german_speaker-11_trial-57_digit-7.flac,female,31,163
7824,18,acht,german,8,11,57,lang-german_speaker-11_trial-57_digit-8.flac,female,31,163
7825,2,two,english,2,6,29,lang-english_speaker-06_trial-29_digit-2.flac,female,35,163
7826,4,four,english,4,7,38,lang-english_speaker-07_trial-38_digit-4.flac,male,56,175
7827,8,eight,english,8,7,38,lang-english_speaker-07_trial-38_digit-8.flac,male,56,175
7828,12,zwei,german,2,11,57,lang-german_speaker-11_trial-57_digit-2.flac,female,31,163
7829,11,eins,german,1,9,38,lang-german_speaker-09_trial-38_digit-1.flac,male,32,183
7830,1,one,english,1,9,47,lang-english_speaker-09_trial-47_digit-1.flac,male,32,183
7831,0,zero,english,0,2,46,lang-english_speaker-02_trial-46_digit-0.flac,female,23,158
7832,7,seven,english,7,10,41,lang-english_speaker-10_trial-41_digit-7.flac,female,25,160
7833,14,vier,german,4,9,38,lang-german_speaker-09_trial-38_digit-4.flac,male,32,183
7834,16,sechs,german,6,10,39,lang-german_speaker-10_trial-39_digit-6.flac,female,25,160
7835,13,drei,german,3,8,37,lang-german_speaker-08_trial-37_digit-3.flac,male,21,182
7836,14,vier,german,4,0,40,lang-german_speaker-00_trial-40_digit-4.flac,male,24,180
7837,8,eight,english,8,8,39,lang-english_speaker-08_trial-39_digit-8.flac,male,21,182
7838,19,neun,german,9,11,57,lang-german_speaker-11_trial-57_digit-9.flac,female,31,163
7839,14,vier,german,4,9,38,lang-german_speaker-09_trial-38_digit-4.flac,male,32,183
7840,18,acht,german,8,9,38,lang-german_speaker-09_trial-38_digit-8.flac,male,32,183
7841,19,neun,german,9,7,29,lang-german_speaker-07_trial-29_digit-9.flac,male,56,175
7842,12,zwei,german,2,9,38,lang-german_speaker-09_trial-38_digit-2.flac,male,32,183
7843,15,fuenf,german,5,9,38,lang-german_speaker-09_trial-38_digit-5.flac,male,32,183
7844,18,acht,german,8,8,37,lang-german_speaker-08_trial-37_digit-8.flac,male,21,182
7845,19,neun,german,9,6,17,lang-german_speaker-06_trial-17_digit-9.flac,female,35,163
7846,1,one,english,1,0,48,lang-english_speaker-00_trial-48_digit-1.flac,male,24,180
7847,19,neun,german,9,3,47,lang-german_speaker-03_trial-47_digit-9.flac,female,23,174
7848,8,eight,english,8,1,47,lang-english_speaker-01_trial-47_digit-8.flac,male,22,195
7849,19,neun,german,9,10,39,lang-german_speaker-10_trial-39_digit-9.flac,female,25,160
7850,8,eight,english,8,8,39,lang-english_speaker-08_trial-39_digit-8.flac,male,21,182
7851,12,zwei,german,2,10,39,lang-german_speaker-10_trial-39_digit-2.flac,female,25,160
7852,1,one,english,1,6,29,lang-english_speaker-06_trial-29_digit-1.flac,female,35,163
7853,1,one,english,1,7,39,lang-english_speaker-07_trial-39_digit-1.flac,male,56,175
7854,9,nine,english,9,7,39,lang-english_speaker-07_trial-39_digit-9.flac,male,56,175
7855,2,two,english,2,0,48,lang-english_speaker-00_trial-48_digit-2.flac,male,24,180
7856,14,vier,german,4,2,53,lang-german_speaker-02_trial-53_digit-4.flac,female,23,158
7857,10,null,german,0,9,39,lang-german_speaker-09_trial-39_digit-0.flac,male,32,183
7858,1,one,english,1,0,48,lang-english_speaker-00_trial-48_digit-1.flac,male,24,180
7859,16,sechs,german,6,0,40,lang-german_speaker-00_trial-40_digit-6.flac,male,24,180
7860,10,null,german,0,7,30,lang-german_speaker-07_trial-30_digit-0.flac,male,56,175
7861,18,acht,german,8,11,57,lang-german_speaker-11_trial-57_digit-8.flac,female,31,163
7862,14,vier,german,4,1,49,lang-german_speaker-01_trial-49_digit-4.flac,male,22,195
7863,4,four,english,4,7,39,lang-english_speaker-07_trial-39_digit-4.flac,male,56,175
7864,4,four,english,4,2,46,lang-english_speaker-02_trial-46_digit-4.flac,female,23,158
7865,19,neun,german,9,2,53,lang-german_speaker-02_trial-53_digit-9.flac,female,23,158
7866,6,six,english,6,0,48,lang-english_speaker-00_trial-48_digit-6.flac,male,24,180
7867,6,six,english,6,2,46,lang-english_speaker-02_trial-46_digit-6.flac,female,23,158
7868,8,eight,english,8,7,39,lang-english_speaker-07_trial-39_digit-8.flac,male,56,175
7869,6,six,english,6,2,46,lang-english_speaker-02_trial-46_digit-6.flac,female,23,158
7870,6,six,english,6,8,39,lang-english_speaker-08_trial-39_digit-6.flac,male,21,182
7871,13,drei,german,3,0,40,lang-german_speaker-00_trial-40_digit-3.flac,male,24,180
7872,14,vier,german,4,7,30,lang-german_speaker-07_trial-30_digit-4.flac,male,56,175
7873,18,acht,german,8,0,40,lang-german_speaker-00_trial-40_digit-8.flac,male,24,180
7874,8,eight,english,8,11,37,lang-english_speaker-11_trial-37_digit-8.flac,female,31,163
7875,6,six,english,6,10,41,lang-english_speaker-10_trial-41_digit-6.flac,female,25,160
7876,0,zero,english,0,3,23,lang-english_speaker-03_trial-23_digit-0.flac,female,23,174
7877,6,six,english,6,0,48,lang-english_speaker-00_trial-48_digit-6.flac,male,24,180
7878,16,sechs,german,6,3,47,lang-german_speaker-03_trial-47_digit-6.flac,female,23,174
7879,8,eight,english,8,2,46,lang-english_speaker-02_trial-46_digit-8.flac,female,23,158
7880,10,null,german,0,1,50,lang-german_speaker-01_trial-50_digit-0.flac,male,22,195
7881,19,neun,german,9,6,17,lang-german_speaker-06_trial-17_digit-9.flac,female,35,163
7882,13,drei,german,3,2,53,lang-german_speaker-02_trial-53_digit-3.flac,female,23,158
7883,13,drei,german,3,3,47,lang-german_speaker-03_trial-47_digit-3.flac,female,23,174
7884,4,four,english,4,10,41,lang-english_speaker-10_trial-41_digit-4.flac,female,25,160
7885,0,zero,english,0,0,49,lang-english_speaker-00_trial-49_digit-0.flac,male,24,180
7886,11,eins,german,1,3,48,lang-german_speaker-03_trial-48_digit-1.flac,female,23,174
7887,13,drei,german,3,11,57,lang-german_speaker-11_trial-57_digit-3.flac,female,31,163
7888,6,six,english,6,9,47,lang-english_speaker-09_trial-47_digit-6.flac,male,32,183
7889,3,three,english,3,11,37,lang-english_speaker-11_trial-37_digit-3.flac,female,31,163
7890,9,nine,english,9,10,41,lang-english_speaker-10_trial-41_digit-9.flac,female,25,160
7891,1,one,english,1,9,47,lang-english_speaker-09_trial-47_digit-1.flac,male,32,183
7892,4,four,english,4,6,29,lang-english_speaker-06_trial-29_digit-4.flac,female,35,163
7893,5,five,english,5,7,39,lang-english_speaker-07_trial-39_digit-5.flac,male,56,175
7894,1,one,english,1,2,46,lang-english_speaker-02_trial-46_digit-1.flac,female,23,158
7895,2,two,english,2,2,46,lang-english_speaker-02_trial-46_digit-2.flac,female,23,158
7896,8,eight,english,8,8,39,lang-english_speaker-08_trial-39_digit-8.flac,male,21,182
7897,18,acht,german,8,0,40,lang-german_speaker-00_trial-40_digit-8.flac,male,24,180
7898,14,vier,german,4,2,53,lang-german_speaker-02_trial-53_digit-4.flac,female,23,158
7899,17,sieben,german,7,1,50,lang-german_speaker-01_trial-50_digit-7.flac,male,22,195
7900,17,sieben,german,7,8,37,lang-german_speaker-08_trial-37_digit-7.flac,male,21,182
7901,19,neun,german,9,9,39,lang-german_speaker-09_trial-39_digit-9.flac,male,32,183
7902,10,null,german,0,7,30,lang-german_speaker-07_trial-30_digit-0.flac,male,56,175
7903,4,four,english,4,1,47,lang-english_speaker-01_trial-47_digit-4.flac,male,22,195
7904,4,four,english,4,3,23,lang-english_speaker-03_trial-23_digit-4.flac,female,23,174
7905,7,seven,english,7,10,41,lang-english_speaker-10_trial-41_digit-7.flac,female,25,160
7906,1,one,english,1,2,46,lang-english_speaker-02_trial-46_digit-1.flac,female,23,158
7907,13,drei,german,3,1,50,lang-german_speaker-01_trial-50_digit-3.flac,male,22,195
7908,14,vier,german,4,11,57,lang-german_speaker-11_trial-57_digit-4.flac,female,31,163
7909,11,eins,german,1,11,58,lang-german_speaker-11_trial-58_digit-1.flac,female,31,163
7910,6,six,english,6,10,41,lang-english_speaker-10_trial-41_digit-6.flac,female,25,160
7911,5,five,english,5,0,49,lang-english_speaker-00_trial-49_digit-5.flac,male,24,180
7912,4,four,english,4,1,47,lang-english_speaker-01_trial-47_digit-4.flac,male,22,195
7913,12,zwei,german,2,11,58,lang-german_speaker-11_trial-58_digit-2.flac,female,31,163
7914,3,three,english,3,2,46,lang-english_speaker-02_trial-46_digit-3.flac,female,23,158
7915,5,five,english,5,2,46,lang-english_speaker-02_trial-46_digit-5.flac,female,23,158
7916,19,neun,german,9,1,50,lang-german_speaker-01_trial-50_digit-9.flac,male,22,195
7917,15,fuenf,german,5,1,50,lang-german_speaker-01_trial-50_digit-5.flac,male,22,195
7918,4,four,english,4,1,47,lang-english_speaker-01_trial-47_digit-4.flac,male,22,195
7919,9,nine,english,9,9,47,lang-english_speaker-09_trial-47_digit-9.flac,male,32,183
7920,15,fuenf,german,5,11,58,lang-german_speaker-11_trial-58_digit-5.flac,female,31,163
